"Bülten Tarihi : 8.03.2025 (7.03.2025 Tarihli Veriler"
"Kullanılmıştır.)"
"MUZ                          MUZ YERLİ(ANAMUR)   Geleneksel(Konvansiyonel) 40,48    2051119 Kg"
"MUZ                          DİĞER               İyi Tarım                 52,45    12665 Kg"
"MUZ                          MUZ YERLİ(ANAMUR)   İyi Tarım                 56,00    93859 Kg"
"MUZ                          DİĞER               Organik Tarım             73,06    1122    Kg"
"MUZ                          MUZ YERLİ(ANAMUR)   Organik Tarım             104,69   1958    Kg"
"NANE                         NANE                Geleneksel(Konvansiyonel) 7,51     306428 Bağ"
"NANE                         NANE                İyi Tarım                 8,89     3222    Bağ"
"NAR                          NAR                 Geleneksel(Konvansiyonel) 20,40    1295077 Kg"
"NAR                          NAR                 İyi Tarım                 25,65    13960 Kg"
"NEKTARİN                     BAYRAMİÇ BEYAZI     Geleneksel(Konvansiyonel) 20,00    319     Kg"
"NEKTARİN                     BEYAZ               Geleneksel(Konvansiyonel) 23,31    363     Kg"
"NEKTARİN                     DİĞER               Geleneksel(Konvansiyonel) 20,43    12391 Kg"
"NEKTARİN                     DİĞER               İyi Tarım                 20,00    119     Kg"
"PAKCHOİ                      PAKCHOI             Geleneksel(Konvansiyonel) 119,44   18      Adet"
"PAKCHOİ                      PAKCHOI             İyi Tarım                 94,04    211     Adet"
"PANCAR                       PANCAR              Geleneksel(Konvansiyonel) 16,84    171897 Kg"
"PANCAR                       PANCAR              İyi Tarım                 16,99    3291    Kg"
"PANCAR                       PANCAR              Organik Tarım             52,71    130     Kg"
"PAPAYA                       PAPAYA              Geleneksel(Konvansiyonel) 58,94    313     Adet"
"PASSIONFRUIT                 PASSIONFRUIT        Geleneksel(Konvansiyonel) 401,00   319     Kg"
"PATATES                      DİĞER               Geleneksel(Konvansiyonel) 10,62    7234334 Kg"
"PATATES                      TAZE                Geleneksel(Konvansiyonel) 14,64    382347 Kg"
"PATATES                      DİĞER               İyi Tarım                 14,16    551454 Kg"
"PATATES                      TAZE                İyi Tarım                 14,58    198371 Kg"
"PATATES                      DİĞER               Organik Tarım             36,95    1869    Kg"
"PATLICAN                     BOSTAN(TOPAK)       Geleneksel(Konvansiyonel) 76,31    52136 Kg"
"PATLICAN                     DİĞER               Geleneksel(Konvansiyonel) 73,76    854208 Kg"
"PATLICAN                     BOSTAN(TOPAK)       İyi Tarım                 74,29    490     Kg"
"PATLICAN                     DİĞER               İyi Tarım                 53,80    1783    Kg"
"PATLICAN                     BOSTAN(TOPAK)       Organik Tarım             72,79    0       Kg"
"PATLICAN                     DİĞER               Organik Tarım             98,31    202     Kg"
"PAZI                         PAZI                Geleneksel(Konvansiyonel) 14,59    95079 Kg"
"PAZI                         PAZI                İyi Tarım                 69,07    65      Kg"
"PEPİNO                       PEPİNO              Geleneksel(Konvansiyonel) 62,26    265     Adet"
"PIRASA                       PIRASA              Geleneksel(Konvansiyonel) 19,03    506090 Kg"
"PIRASA                       PIRASA              İyi Tarım                 21,00    14151 Kg"
"PIRASA                       PIRASA              Organik Tarım             55,42    733     Kg"
"PİTAHAYA                     PİTAHAYA            Geleneksel(Konvansiyonel) 125,46   4997    Adet"
"POMELO                       POMELO              Geleneksel(Konvansiyonel) 70,55    4977    Adet"
"PORTAKAL                     ÇAVDIR              Geleneksel(Konvansiyonel) 22,89    18928 Kg"
"PORTAKAL                     DİĞER               Geleneksel(Konvansiyonel) 14,20    3914859 Kg"
"PORTAKAL                     FİNİKE              Geleneksel(Konvansiyonel) 20,37    208741 Kg"
"PORTAKAL                     KAN                 Geleneksel(Konvansiyonel) 13,77    4732    Kg"
"PORTAKAL                     VALENCİA            Geleneksel(Konvansiyonel) 14,78    108621 Kg"
"PORTAKAL                     DİĞER               İyi Tarım                 19,27    498002 Kg"
"PORTAKAL                         FİNİKE               İyi Tarım                 33,16    265      Kg"
"PORTAKAL                         VALENCİA             İyi Tarım                 23,76    31       Kg"
"PORTAKAL                         DİĞER                Organik Tarım             39,59    729      Kg"
"PORTAKAL SIKMALIK                PORTAKAL SIKMALIK    Geleneksel(Konvansiyonel) 14,67    328279   Kg"
"PORTAKAL SIKMALIK                PORTAKAL SIKMALIK    İyi Tarım                 32,77    18281    Kg"
"PORTAKAL"
"PORTAKAL WASHİNGTON                                   Geleneksel(Konvansiyonel) 22,34    537401 Kg"
"WASHİNGTON"
"PORTAKAL"
"PORTAKAL WASHİNGTON                                   İyi Tarım                 31,78    20308    Kg"
"WASHİNGTON"
"PORTAKAL YAFA                    PORTAKAL YAFA        Geleneksel(Konvansiyonel) 3,09     19118    Kg"
"PSHALİS(GÜVEY"
"PSHALİS(GÜVEY FENERİ)                                 Geleneksel(Konvansiyonel) 500,13   457      Kg"
"FENERİ)"
"RAKULA                           RAKULA               Geleneksel(Konvansiyonel) 283,61   36      Kg"
"RAKULA                           RAKULA               İyi Tarım                 129,71   275     Kg"
"REZENE (YAŞ-TAZE)                REZENE (YAŞ-TAZE)    Geleneksel(Konvansiyonel) 58,60    340     Bağ"
"REZENE (YAŞ-TAZE)                REZENE (YAŞ-TAZE)    İyi Tarım                 82,81    545     Bağ"
"ROKA                             ROKA                 Geleneksel(Konvansiyonel) 7,29     1003681 Bağ"
"ROKA                             ROKA                 İyi Tarım                 10,80    9004    Bağ"
"SALATALIK                        ÇENGELKÖY            Geleneksel(Konvansiyonel) 56,24    58529 Kg"
"SALATALIK                        DİĞER                Geleneksel(Konvansiyonel) 36,98    2465397 Kg"
"SALATALIK                        SİLOR                Geleneksel(Konvansiyonel) 57,14    468348 Kg"
"SALATALIK                        DİĞER                İyi Tarım                 50,09    29435 Kg"
"SALATALIK                        SİLOR                İyi Tarım                 46,99    7361    Kg"
"SALATALIK                        DİĞER                Organik Tarım             81,72    420     Kg"
"SALATALIK TURŞULUK"
"SALATALIK TURŞULUK                                    Geleneksel(Konvansiyonel) 32,62    74419    Kg"
"(KORNİŞON)"
"SARIMSAK KURU                    SARIMSAK KURU        Geleneksel(Konvansiyonel) 161,51   114729 Kg"
"SARIMSAK KURU                    SARIMSAK KURU        İyi Tarım                 101,97   9488    Kg"
"SARIMSAK KURU                    SARIMSAK KURU        Organik Tarım             222,11   95      Kg"
"SARIMSAK TAZE                    SARIMSAK TAZE        Geleneksel(Konvansiyonel) 44,72    9949    Kg"
"SARIMSAK TAZE                    SARIMSAK TAZE        İyi Tarım                 5,64     2300    Kg"
"SEMİZOTU                         SEMİZOTU             Geleneksel(Konvansiyonel) 18,14    71706 Kg"
"SEMİZOTU                         SEMİZOTU             İyi Tarım                 63,88    571     Kg"
"SOĞAN KURU                       BEYAZ(GÜMÜŞ)         Geleneksel(Konvansiyonel) 20,65    26437 Kg"
"SOĞAN KURU                       DİĞER                Geleneksel(Konvansiyonel) 13,29    4007836 Kg"
"SOĞAN KURU                       FRENK                Geleneksel(Konvansiyonel) 5,19     53611 Kg"
"SOĞAN KURU                       KIRMIZI              Geleneksel(Konvansiyonel) 23,75    70895 Kg"
"SOĞAN KURU                       MOR                  Geleneksel(Konvansiyonel) 20,23    76322 Kg"
"SOĞAN KURU                       BEYAZ(GÜMÜŞ)         İyi Tarım                 40,01    450     Kg"
"SOĞAN KURU                       DİĞER                İyi Tarım                 17,60    989239 Kg"
"SOĞAN KURU                       FRENK                İyi Tarım                 46,55    984     Kg"
"SOĞAN KURU                       KIRMIZI              İyi Tarım                 40,00    236     Kg"
"SOĞAN KURU                       MOR                  İyi Tarım                 24,92    444     Kg"
"SOĞAN KURU                       DİĞER                Organik Tarım             34,72    1010    Kg"
"SOYA FİLİZİ                      SOYA FİLİZİ          Geleneksel(Konvansiyonel) 121,50   412     Kg"
"SOYA FİLİZİ                      SOYA FİLİZİ          İyi Tarım                 87,27    1877    Kg"
"ŞALGAM                           ŞALGAM               Geleneksel(Konvansiyonel) 14,80    16362 Kg"
"ŞEFTALİ                          ŞEFTALİ              Geleneksel(Konvansiyonel) 28,67    6560    Kg"
"ŞEFTALİ                          ŞEFTALİ              İyi Tarım                 28,46    71      Kg"
"TAMARİND(DEMİRHİNDİ)             TAMARİND(DEMİRHİNDİ) Geleneksel(Konvansiyonel) 393,15   1427    Kg"
"TARHUN                           TARHUN               Geleneksel(Konvansiyonel) 52,33    45      Kg"
"TARHUN                           TARHUN               İyi Tarım                 56,20    215     Kg"
"TATLI PATATES                    TATLI PATATES        Geleneksel(Konvansiyonel) 40,77    27855 Kg"
"TERE                             DİĞER                Geleneksel(Konvansiyonel) 6,76     469931 Bağ"
"TERE                             TERE FİLİZİ          Geleneksel(Konvansiyonel) 6,04     8617    Bağ"
"TERE                             DİĞER                İyi Tarım                 8,45     2294    Bağ"
"TRABZON"
"TRABZON HURMASI(CENNET ELMASI)   HURMASI(CENNET       Geleneksel(Konvansiyonel) 26,47    79232    Kg"
"ELMASI)"
"TRABZON"
"TRABZON HURMASI(CENNET ELMASI)   HURMASI(CENNET       İyi Tarım                 34,29    2055     Kg"
"ELMASI)"
"TURMERİC(ZERDEÇAL)        TURMERİC(ZERDEÇAL) Geleneksel(Konvansiyonel) 366,22      97       Kg"
"TURMERİC(ZERDEÇAL)        TURMERİC(ZERDEÇAL)    İyi Tarım                 287,54   857      Kg"
"TURP                      ÇİN                   Geleneksel(Konvansiyonel) 15,57    35852    Kg"
"TURP                      FINDIK                Geleneksel(Konvansiyonel) 9,84     36985    Kg"
"TURP                      JAPON                 Geleneksel(Konvansiyonel) 10,02    8247     Kg"
"TURP                      KIRMIZI               Geleneksel(Konvansiyonel) 10,94    488902   Kg"
"TURP                      SİYAH                 Geleneksel(Konvansiyonel) 19,30    14285    Kg"
"TURP                      ÇİN                   İyi Tarım                 6,96     25352    Kg"
"TURP                      FINDIK                İyi Tarım                 8,05     296      Kg"
"TURP                      JAPON                 İyi Tarım                 15,00    414      Kg"
"TURP                      KIRMIZI               İyi Tarım                 7,79     30471    Kg"
"TURP                      SİYAH                 İyi Tarım                 10,24    3193     Kg"
"TURP                      KIRMIZI               Organik Tarım             31,82    220      Kg"
"TURP BEYAZ                TURP BEYAZ            Geleneksel(Konvansiyonel) 16,57    129618   Kg"
"TURP BEYAZ                TURP BEYAZ            İyi Tarım                 20,57    3647     Kg"
"TURP BEYAZ                TURP BEYAZ            Organik Tarım             24,96    1019     Kg"
"TURP OTU                  TURP OTU              Geleneksel(Konvansiyonel) 25,35    277      Kg"
"TURP OTU                  TURP OTU              İyi Tarım                 59,33    24       Kg"
"ÜVEZ                      ÜVEZ                  Geleneksel(Konvansiyonel) 10,00    16       Kg"
"ÜZÜM BEYAZ                ÇAVUŞ                 Geleneksel(Konvansiyonel) 61,38    125      Kg"
"ÜZÜM BEYAZ                DİĞER                 Geleneksel(Konvansiyonel) 33,88    21438    Kg"
"ÜZÜM BEYAZ                KARDİNAL              Geleneksel(Konvansiyonel) 36,70    2337     Kg"
"ÜZÜM BEYAZ                KIRMIZI               Geleneksel(Konvansiyonel) 64,77    14772    Kg"
"ÜZÜM BEYAZ                MOR                   Geleneksel(Konvansiyonel) 26,79    13686    Kg"
"ÜZÜM BEYAZ                MÜŞKÜLE               Geleneksel(Konvansiyonel) 10,00    156      Kg"
"ÜZÜM BEYAZ                SİYAH                 Geleneksel(Konvansiyonel) 59,52    8160     Kg"
"ÜZÜM BEYAZ                SULTANİYE             Geleneksel(Konvansiyonel) 60,00    74       Kg"
"ÜZÜM BEYAZ                DİĞER                 İyi Tarım                 125,96   604      Kg"
"ÜZÜM BEYAZ                KIRMIZI               İyi Tarım                 108,50   10       Kg"
"ÜZÜM BEYAZ                SİYAH                 İyi Tarım                 130,57   27       Kg"
"ÜZÜM ÇEKİRDEKSİZ          ÜZÜM ÇEKİRDEKSİZ      Geleneksel(Konvansiyonel) 27,17    3448     Kg"
"VİŞNE                     VİŞNE                 Geleneksel(Konvansiyonel) 31,31    54       Kg"
"YENİ DÜNYA (MALTA"
"YENİ DÜNYA(MALTA ERİĞİ)                         Geleneksel(Konvansiyonel) 48,05    370      Kg"
"ERİĞİ)"
"YER ELMASI                YER ELMASI            Geleneksel(Konvansiyonel) 40,26    6160     Kg"
"YEŞİL SOĞAN               YEŞİL SOĞAN           Geleneksel(Konvansiyonel) 47,24    178415   Kg"
"YEŞİL SOĞAN               YEŞİL SOĞAN           İyi Tarım                 21,73    4951     Kg"
"YEŞİL SOĞAN               YEŞİL SOĞAN           Organik Tarım             15,00    275      Kg"
"YILDIZ MEYVESİ            YILDIZ MEYVESİ        Geleneksel(Konvansiyonel) 154,76   63       Kg"
"YILDIZ MEYVESİ            YILDIZ MEYVESİ        İyi Tarım                 557,55   110      Kg"
"ZENCEFİL                  ZENCEFİL              Geleneksel(Konvansiyonel) 125,26   18054    Kg"
""
